Subject,Verb,Object
"the immune response ,",relate,pathways
the different replication,explain,which
immunogenicity properties,explain,which
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,its variant with
a useful resource for,provide,These results
"1485 36699708|t|Existential Well - being , Health",provide,These results
the pathogenesis of CoV-2 variants,study,a useful resource for
36699708 Disease MESH : C000657245,focus,Background :
the aftermath stress,focus,Background :
36699708 Disease MESH : C000657245,focus,Initial psychological papers on
the aftermath stress,focus,Initial psychological papers on
an initial outbreak of in,affect,residents
this study,design,We
the initial disease outbreak in,experience,who
the term factors,explore,residents
disease outbreaks,contribute,Vaccine distrust
mortality,contribute,Vaccine distrust
disease outbreaks,contribute,rejection
mortality,contribute,rejection
vaccine confidence,associate,The demographic characteristics
our daily lives Correlation,impact,Background disease
36699909 116 Coronavirus disease MESH : C000657245,impact,Background disease
C000657245 month longitudinal immune kinetics,impact,Background disease
mRNA-1273 vaccination,impact,Background disease
questions about the durability of immunity,raise,Background
coronavirus Species 36700198 2697049 36700198 293 322 coronavirus disease MESH,raise,Background
36700201|t|The therapeutic potential of non - invasive brain stimulation for the treatment of fatigue,raise,Background
questions about,raise,The emergence of coronavirus ) variants
coronavirus Species 36700198 2697049 36700198 293 322 coronavirus disease MESH,raise,The emergence of
36700201|t|The therapeutic potential of,raise,The emergence of
questions about,raise,"the persistence of , with coronavirus disease 2019 vaccination"
coronavirus Species 36700198 2697049 36700198 293 322 coronavirus disease MESH,raise,"the persistence of , with"
36700201|t|The therapeutic potential of,raise,"the persistence of , with"
many other neurological diseases,report,Fatigue
the Wuhan outbreak of,cause,The severe respiratory syndrome coronavirus - 2 ( CoV )
recent articles,search,We
PubMed on COVID-19 convalescence,publish,recent articles
COVID-19,convalesce,patients
the emergency medical system,manage,patients
terms of an phase disease,study,Introduction :
terms of,study,COVID-19
to consequences,give,more attention
the emergency medical system,manage,patients
COVID-19,examine,we
an independent risk factor for term mortality in patients with acute illness,examine,we
EMS ( services,treat,acute illness
the disease against,have,who
the disease,!have,who
the emergency medical system,manage,patients
adult patients with acute disease,perform,"A prospective , multicenter ,"
adult patients with,perform,ongoing study
EMS,manage,acute disease
high priority,transfer,acute disease
the emergency department ( ED ),transfer,acute disease
study subjects,transfer,acute disease
the emergency medical system,manage,patients
COVID-19,diagnose,patients
higher rates of nursing home residency,present,patients
"connective disease , dementia",suffer,"a higher number of ,"
immunity in CLL patients,establish,36703850 1772 patients Species 	 MESH : MESH doses
COVID-19 vaccine,prioritize,Patients with hematological malignancies
their high risk for CoV-2 disease,prioritize,Patients with
immunity in CLL patients,establish,MESH D003643 36703960|t|Three doses of COVID-19 mRNA vaccine
the cells,map,we
36703960 1505 memory Disease MESH : 36703980|t|Persistence,map,we
oral microbiome variation in,associate,COVID-19 vaccination
HIV,live,people
general microbiome features,assess,versus low vaccine responders
36704144 patients Species 	 9606 MESH : D012213,advance,the treatment of with view
"the "" Stone Age """,advance,the treatment of with view
modern times,advance,the treatment of with view
general practice,advance,the treatment of with view
COVID-19,advance,the treatment of with view
social media,use,who
social media,use,who
social media,use,who
access to in,have,impact COVID-19
social media,use,who
social media,recruit,Adult patients of Irish general practices
October 2020,recruit,Adult patients of
social media,use,who
difficulty in,report,18 % of participants ( n=104 )
their term medications,access,difficulty in
general practice,attend,who
this disruption ( p<0.05 ),associate,"those are ,"
social media,use,who
its schedule for appointments in 78 % of cases,maintain,Conclusions
36706378 1193 1201 Disease MESH :,maintain,Conclusions
COVID-19 ( infection,relate,stress
"the house , hygiene",leave,"Greater worry , anxiety ,"
COVID-19,read,"Greater worry , anxiety ,"
COVID-19,talk,"Greater worry , anxiety ,"
COVID-19,talk,"Greater worry , anxiety ,"
36710843 1784 1791 Disease MESH :,!associate,"Greater worry , anxiety ,"
SCCs,!associate,"Greater worry , anxiety ,"
36710843 1784 1791 Disease MESH :,!associate,"anxiety ,"
SCCs,!associate,"anxiety ,"
36710843 1784 1791 Disease MESH :,!associate,impact on )
SCCs,!associate,impact on )
36710843 1784 1791 Disease MESH :,!associate,stress
SCCs,!associate,stress
transmission of,aerosol,D007239
MESH : C000657245 D001007 : 36711357|t|Research vertical
the range hood,turn,"Moreover , the negative pressure"
transmission,aerosol,doors
transmission,aerosol,windows increase
distancing measures,implement,Governments
distancing measures,implement,public health authorities
the spread of the 2019 novel coronavirus disease ( COVID-19 ),contain,distancing measures
scales,use,total lockdown
the impact of coronavirus disease 2019,investigate,Aims :
reliable measurements of wave velocity,provide,"be , results suggest"
viral transmission,reduce,their ability
escape,lead,viral evolution
the emergence of new CoV-2 variants of concern,drive,36712796|t|Continuous genomic diversification of polynucleotide fragments
improved separation between Variants of,provide,the new metric Reference
low Fc galactosylation levels,induce,36713457|t|mRNA vaccines against
"a comparable "" adjuvant "" potential of ,",suggest,the study
"the pool ,",generate,low term IgG1 galactosylation levels
a response for all three vaccines,drive,whose induction
poor prognosis for diseased patients,associate,they
radiographic model,learn,a machine
radiographic model,learn,a machine
radiographic model,learn,a machine
great potential for meticulous evaluation of post - COVID-19 interstitial lung disease ( ILD ),have,Machine
radiographic model,learn,a machine
antifibrotics,receive,Patients (
the initiation of,predict,+14.6 ( 0.01 ) in
radiographic model,learn,a machine
fibrotic lung disease,present,A substantial minority of patients
radiographic models,learn,Machine
a cautious attitude towards COVID-19 vaccination,have,D008171
""
36741375|t|Patients with
the awareness of COVID-19 vaccine,understand,willingness
inflammatory bowel disease ( patients,vaccinate,willingness
a cautious attitude towards COVID-19 vaccination,have,D015212
36741375 Species
a multi,need,the public
-,need,the public
"channel ,",need,the public
diseases,respond,individual behavior of
a long time,last,the epidemic
their monitoring role,strengthen,the relevant agencies
36743164 1482 1490 Disease MESH : response : study,strengthen,the relevant agencies
term health problems,define,"one facet of , """
the typical recovery period of,appear,"one facet of , """
long - COVID,manage,strategies for
36743679 1011 cardiorespiratory Disease MESH : MESH,show,It
the parasympathetic nervous system,stimulate,cardiovascular rehabilitation programs ( CRPs )
cardiovascular diseases,suffer,patients
a case report,trigger,36751389|t|Autoimmune cholangitis
CoV-2 infection,trigger,36751389|t|Autoimmune cholangitis
a child,trigger,36751389|t|Autoimmune cholangitis
a case report,trigger,36751389|t|Autoimmune cholangitis
CoV-2 infection,trigger,36751389|t|Autoimmune cholangitis
a child,trigger,36751389|t|Autoimmune cholangitis
36751389 infections MESH,!understand,The pathogenesis of autoimmune hepatobiliary diseases
a case report,trigger,36751389|t|Autoimmune cholangitis
CoV-2 infection,trigger,36751389|t|Autoimmune cholangitis
a child,trigger,36751389|t|Autoimmune cholangitis
the clinical impact of the development of autoimmune liver diseases,describe,Further studies
CoV-2 infection in pediatric patients,associate,autoimmune liver diseases
"parameters , load",include,"Sample characteristics ,"
five sets of : effects ; implications,be,There
regulations,include,"oil policies ,"
debt,include,"intergenerational environmental consequences ,"
polling,include,"intergenerational environmental consequences ,"
severe challenges,bring,The coronavirus disease 2019 pandemic
global public health,bring,The coronavirus disease 2019 pandemic
the research,summarize,The present study
36776236 1140 1147 Disease MESH : D009765,summarize,The present study
An Italian center experience,summarize,The present study
the role of in the incidence,investigate,the research
the psychosocial impact,investigate,the research
treatment options,investigate,the research
multivariate analysis,study,The inter
multivariate analysis,study,-
multivariate analysis,study,relationship of at admission with term complications
