Subject,Verb,Object
a major threat to,pose,the 2019 disease outbreak ( COVID-19 )
35162542 152 2019 Disease MESH : C000657245,pose,the 2019 disease outbreak ( COVID-19 )
"data on , as knowledge",collect,Questionnaires
35162542 1412 1420 Disease MESH : C000657245,show,A linear regression model C000657245
the COVID-19 preventive behaviors,relate,the COVID-19 knowledge score
a standardized coefficient of,relate,the COVID-19 knowledge score
"underlying disease ,",relate,the COVID-19 knowledge score
mass index ( B ;,relate,the COVID-19 knowledge score
35162542 1807 1815 Disease MESH : C000657245,reveal,Binary logistic regression
"age , education",control,after AOR ; 95%CI = 1.64 )
proactive education campaigns,support,Relevant government agencies
2240 2248 Disease MESH :,support,Relevant government agencies
proactive education campaigns,support,network partners
2240 2248 Disease MESH :,support,network partners
the risk of,emphasize,proactive education campaigns
order,emphasize,proactive education campaigns
the disease,contract,the risk of
its severity,contract,the risk of
vaccination against,promote,order
unvaccinated groups,promote,order
disease relation to sustainability,relate,individual external factors
other stakeholders,synergize,"partnering with ,"
35162738 582 Disease MESH : 35162857|t|Prevalence,use,Two regression analyses
the generalized additive model ( GAM ),use,Two regression analyses
a high heterogeneity between studies,report,a wide range of prevalence estimates
the spread of coronavirus disease 2019,reduce,Strategies
different behavioural modifications in all populations,cause,Strategies
35162868 193 217 coronavirus disease MESH,cause,Strategies
a larger decrease in,show,younger parents
a long history of novel outbreaks,have,Africa
the attention of researchers interested,attract,This reality
35162917 257 276 infectious diseases MESH :,attract,This reality
D003141 Infectious Diseases : Review,attract,This reality
infectious diseases,predict,the general research theme of
"the research trends , gaps",reveal,a mapping analysis of literature
bibliometric tools,use,Africa infectious diseases
"infectious diseases in ,",predict,"A bibliometric analysis of on ,"
Web collection databases,publish,"infectious diseases in ,"
this study,present,"A bibliometric analysis of on ,"
scientific publications,increase,the severe outbreaks of infectious diseases in
the past decade,increase,the severe outbreaks of
a need,be,there
4IR tools as machine learning,explore,a need
integrated approaches are,consider,a need
robust prediction systems for infectious diseases,develop,integrated approaches are
Africa,develop,integrated approaches are
a useful resource for -,provide,This review paper
35162917 1676 1695 infectious diseases MESH : Detection,provide,This review paper
the accurate laboratory diagnosis of infectious diseases,drive,a core technology
"agent , coronavirus ,",consolidate,The review
35163638 198 217 Disease MESH : MESH,consolidate,The review
research findings,consolidate,The review
the molecular mechanisms,consolidate,The review
their relevance to four typical stages in the development of acute viral infection,consolidate,The review
virulence,consolidate,The review
characteristics,consolidate,The review
pathogenicity,consolidate,The review
"passive protection of from ,",include,The third stage
35163638 1521 1533 Disease MESH : therapies,include,The third stage
"an effective , intervention",offer,NAbs
the early stages of CoV-2 infection,offer,NAbs
the establishment of for,allow,the availability of effective treatments for
35164631 1268 1276 Disease MESH : C000657245 C000657245,allow,the availability of
the substantial rates of morbidity,minimize,the establishment of for
long COVID,include,morbidity (
the disease,associate,mortality
the ICRC BEC course,35164753|t|applye,D003643
""
""
emergency,train,the ICRC BEC course
healthcare workers in,inpatient,the ICRC BEC course
general HCP opposition vaccine mandates,show,Qualitative results
35164988 1749 participants Species 	 perspectives on : study,show,Qualitative results
uptake,encourage,"other approaches , as HCP training"
vaccination mandates,oppose,HCPs
protection against CoV-2 infection,confer,35165144|t|Lung transfer
protection against CoV-2 infection,confer,gene transfer
protection against CoV-2 infection,confer,35165144 CoV-2 Disease MESH :
protection against,confer,35165144|t|Lung transfer
three key reagents,develop,We
standard laboratory mice,engineer,we
Species Disease MESH : impact,generate,we
lentiviral vectors,pseudotype,CoV-2 Spike protein
a simple mimic of,pseudotype,CoV-2 Spike protein
standard containment conditions,use,It has been noted
vivo transfer vectors,develop,we
anti - CoV-2 mAbs,express,standard containment conditions
both direct viral invasion,comprise,The mechanisms of 2019
hypercoagulability ) cellular injuries,comprise,The mechanisms of 2019
the vessels,target,inflammatory autoimmune disease
an entity,constitute,"Vasculitides , form ,"
significant morbidity,constitute,"Vasculitides , form ,"
mortality,constitute,"Vasculitides , form ,"
COVID-19,lose,35167587|t|Excess years of life
"sex , deprivation",lose,35167587|t|Excess years of
2020,lose,35167587|t|Excess years of
other causes of death,lose,35167587|t|Excess years of
"YLL by sex , region",estimate,"analyses , with ,"
a population of individuals,result,The coronavirus disease 2019 pandemic
a wide range of persistent symptoms,experience,who
neurocognitive impairment,include,Symptoms
35168680 92 116 coronavirus disease MESH,include,Symptoms
C000657245
35168680 MESH : C000657245 : treatment,include,Symptoms
fatigue,include,Symptoms
35168680 992 1011 Disease MESH : D018352,present,A healthy old Caucasian man
disease 2019 infection with long COVID syndrome,present,A healthy old Caucasian man
thrombectomy ventricular RV mechanical support of patient,describe,We
35169678 314 338 coronavirus disease MESH : C000657245,describe,We
Disease MESH :,describe,We
a prevalence,calculate,we
models,use,a prevalence
35169700|t|Persistent neuropsychiatric symptoms after : review,measure,Heterogeneity
I,measure,Heterogeneity
electronic health records,use,35170021|t|ISPE guidance in : opportunities .
comparative effectiveness research in,use,35170021|t|ISPE guidance in : opportunities .
the opportunity,offer,The availability of for
35170021 805 Disease MESH : guidance,offer,The availability of for
timely world evidence reflective,generate,the opportunity
electronic health records,use,C000657245 guidance in : opportunities
comparative effectiveness research in,use,C000657245 guidance in : opportunities
many potential threats to the validity of,be,there
EHR data,base,the validity of
research purposes,!generate,It has been noted
an urgent need for generation COVID-19 vaccines are,be,There
consumption,drink,food
related factors,drink,food
the coronavirus disease ( pandemic,impose,The lockdown
several lifestyle changes,cause,Background : lockdown imposed due
35171054 145 Disease MESH : D018352,cause,Background : lockdown imposed due
A review,cause,Background : lockdown imposed due
consumption,drink,food
related factors,drink,food
PubMed,perform,Searches participants
August 6,perform,Searches participants
EBSCO,perform,Searches participants
changes in the current individual consumption of specific foods,report,( 1 ) studies
It has been noted,compare,( 1 ) studies
the patients,impact,Covid-19
35171411 241 Disease MESH : C000657245,impact,Covid-19
comorbidities,impact,Covid-19
it,recover,who
35171411 558 people Species 	 associations : approach,observe,It
35171411 672 Disease MESH : associations,perceive,It
"mellitus type 2 ( T2DM ) , disease",diabete,Relationships between
MESH : MESH,diabete,Relationships between
35171411 1102 1110 Disease MESH : C000657245,curate,diets
graph algorithm ( LA ),include,Network algorithms
Disease 	,algorithm,1393 Page rank
the involvement of a novel disease like,consider,A precision of is associations
medical professionals,explore,The interdependencies
order,explore,The interdependencies
caregivers,explore,The interdependencies
healthy eating patterns for Covid-19 patients,plan,order
patients,decrease,The risk of )
coronavirus disease 2019 ( Covid-19 ),recover,who
good resilience capacities in older adults,report,several studies
the first period of the coronavirus disease 2019,report,several studies
the protective measures,induce,social isolation
most countries,adopt,the protective measures
cognitive functioning,impact,social isolation
35172298 236 260 coronavirus disease MESH,impact,social isolation
C000657245
""
,impact,social isolation
care,receive,HIV
a Centre,receive,HIV
retrospective chart reviews,perform,We
35172609 	 Species : D015658 : C000657245,perform,We
HIV ( PLWH ),live,people
the Chronic Illness Service ( CVIS ),attend,people
"Montreal , Canada ,",attend,people
COVID-19,develop,who
September 2020 August,develop,who
care,receive,HIV
a Centre,receive,HIV
mild disease on initial presentation,have,all persons
"SARS - CoV-2 Mu , variant",tackle,35172609 9606 35172687|t|Strategies
available COVID-19 vaccines,resist,interest likely
the coronavirus disease 2019,exacerbate,These
( COVID-19)-induced global health threats,exacerbate,These
35172687 283 307 coronavirus disease MESH : MESH,exacerbate,These
development,exacerbate,These
therapeutic progress,exacerbate,These
"SARS - CoV-2 Mu , variant",tackle,C000657245 35172687|t|Strategies
available COVID-19 vaccines,resist,interest likely
"quick genomic surveillance for , vaccination",include,"Several urgent strategic plans ,"
"equitable global mass vaccination , administration",include,"Several urgent strategic plans ,"
the genetic characteristics of the variants,uncover,"quick genomic surveillance for , vaccination"
"further infections , mutations",restrict,"Several urgent strategic plans ,"
"further infections , mutations",restrict,strict implementation of health measures
